ID,Tamanho_bp,Descrição,Conteudo_GC
AB127473.1.293.undefined.HAM159.399,399,AB127473.1.293.undefined.HAM159.399,57.14
AB127474.1.294.undefined.HAM160.399,399,AB127474.1.294.undefined.HAM160.399,56.89
AB127475.1.295.undefined.HAM161.399,399,AB127475.1.295.undefined.HAM161.399,57.39
AB127476.1.296.undefined.HAM164.399,399,AB127476.1.296.undefined.HAM164.399,57.39
AB127477.1.297.undefined.HAM168.399,399,AB127477.1.297.undefined.HAM168.399,57.39
AB127478.1.298.undefined.HAM169.399,399,AB127478.1.298.undefined.HAM169.399,57.39
AB127479.1.299.undefined.HAM170.399,399,AB127479.1.299.undefined.HAM170.399,57.39
AB127480.1.300.undefined.HAM173.399,399,AB127480.1.300.undefined.HAM173.399,57.64
AB127481.1.301.undefined.HAM175.399,399,AB127481.1.301.undefined.HAM175.399,57.64
AB127482.1.302.undefined.HAM177.399,399,AB127482.1.302.undefined.HAM177.399,57.14
AB127483.1.303.undefined.HAM178.399,399,AB127483.1.303.undefined.HAM178.399,57.39
AB127484.1.304.undefined.HAM180.399,399,AB127484.1.304.undefined.HAM180.399,57.39
AB127485.1.305.undefined.HAM181.399,399,AB127485.1.305.undefined.HAM181.399,57.14
AB127486.1.306.undefined.HAM183.399,399,AB127486.1.306.undefined.HAM183.399,57.39
AB127487.1.307.undefined.HAM188.399,399,AB127487.1.307.undefined.HAM188.399,57.39
AB127488.1.308.undefined.HAM191.399,399,AB127488.1.308.undefined.HAM191.399,57.39
AB127489.1.309.undefined.HAM192.399,399,AB127489.1.309.undefined.HAM192.399,57.39
AB127490.1.310.undefined.HAM197.399,399,AB127490.1.310.undefined.HAM197.399,57.39
AB127491.1.311.undefined.HAM199.399,399,AB127491.1.311.undefined.HAM199.399,57.39
AB127492.1.312.undefined.HAM200.399,399,AB127492.1.312.undefined.HAM200.399,57.39
AB127493.1.313.undefined.HAM201.399,399,AB127493.1.313.undefined.HAM201.399,57.39
AB127494.1.314.undefined.HAM202.399,399,AB127494.1.314.undefined.HAM202.399,57.39
AB127495.1.315.undefined.HAM204.399,399,AB127495.1.315.undefined.HAM204.399,57.14
AB127496.1.316.undefined.HAM212.399,399,AB127496.1.316.undefined.HAM212.399,57.64
AB127497.1.317.undefined.HAM214.399,399,AB127497.1.317.undefined.HAM214.399,57.14
AB127498.1.318.undefined.HAM216.399,399,AB127498.1.318.undefined.HAM216.399,57.39
AB127499.1.319.undefined.HAM217.399,399,AB127499.1.319.undefined.HAM217.399,57.39
AB127500.1.320.undefined.HAM224.399,399,AB127500.1.320.undefined.HAM224.399,57.39
AB127501.1.321.undefined.HAM225.399,399,AB127501.1.321.undefined.HAM225.399,57.39
AB127502.1.322.undefined.HAM226.399,399,AB127502.1.322.undefined.HAM226.399,57.64
AB127503.1.323.undefined.HAM233.399,399,AB127503.1.323.undefined.HAM233.399,57.64
AB127504.1.324.undefined.HAM235.399,399,AB127504.1.324.undefined.HAM235.399,57.39
AB127505.1.325.undefined.HAM238.399,399,AB127505.1.325.undefined.HAM238.399,57.39
AB127506.1.326.undefined.HAM239.399,399,AB127506.1.326.undefined.HAM239.399,57.64
AB127507.1.327.undefined.HAM241.399,399,AB127507.1.327.undefined.HAM241.399,57.39
AB127508.1.328.undefined.HAM242.399,399,AB127508.1.328.undefined.HAM242.399,57.39
AB127509.1.329.undefined.HAM243.399,399,AB127509.1.329.undefined.HAM243.399,56.89
AB127510.1.330.undefined.HAM244.399,399,AB127510.1.330.undefined.HAM244.399,57.39
AB127511.1.331.undefined.HAM246.399,399,AB127511.1.331.undefined.HAM246.399,57.39
AB127512.1.332.undefined.HAM252.399,399,AB127512.1.332.undefined.HAM252.399,57.39
AB127513.1.333.undefined.HAM253.399,399,AB127513.1.333.undefined.HAM253.399,57.39
AB127514.1.334.undefined.HAM256.399,399,AB127514.1.334.undefined.HAM256.399,56.89
AB127515.1.335.undefined.HAM257.399,399,AB127515.1.335.undefined.HAM257.399,57.39
AB127516.1.336.undefined.HAM258.399,399,AB127516.1.336.undefined.HAM258.399,57.39
AB127517.1.337.undefined.HAM263.399,399,AB127517.1.337.undefined.HAM263.399,57.39
AB127518.1.338.undefined.HAM264.399,399,AB127518.1.338.undefined.HAM264.399,57.39
AB127519.1.339.undefined.HAM268.399,399,AB127519.1.339.undefined.HAM268.399,57.14
AB127520.1.340.undefined.HAM270.399,399,AB127520.1.340.undefined.HAM270.399,57.39
AB127521.1.341.undefined.HAM271.399,399,AB127521.1.341.undefined.HAM271.399,57.14
AB127522.1.342.undefined.HAM272.399,399,AB127522.1.342.undefined.HAM272.399,57.64
AB127523.1.343.undefined.HAM275.399,399,AB127523.1.343.undefined.HAM275.399,57.39
AB127524.1.344.undefined.HAM276.399,399,AB127524.1.344.undefined.HAM276.399,57.39
AB127525.1.345.undefined.HAM277.399,399,AB127525.1.345.undefined.HAM277.399,56.89
AB127526.1.346.undefined.HAM278.399,399,AB127526.1.346.undefined.HAM278.399,57.39
AB127527.1.347.undefined.HAM279.399,399,AB127527.1.347.undefined.HAM279.399,57.14
AB127528.1.348.undefined.HAM280.399,399,AB127528.1.348.undefined.HAM280.399,57.39
AB127529.1.349.undefined.HAM281.399,399,AB127529.1.349.undefined.HAM281.399,57.39
AB127530.1.350.undefined.HAM282.399,399,AB127530.1.350.undefined.HAM282.399,57.64
AB127531.1.351.undefined.HAM284.399,399,AB127531.1.351.undefined.HAM284.399,56.89
AB127532.1.352.undefined.HAM285.399,399,AB127532.1.352.undefined.HAM285.399,57.64
AB127533.1.353.undefined.HAM286.399,399,AB127533.1.353.undefined.HAM286.399,57.14
AB127534.1.354.undefined.HAM287.399,399,AB127534.1.354.undefined.HAM287.399,57.39
AB127535.1.355.undefined.HAM289.399,399,AB127535.1.355.undefined.HAM289.399,57.64
AB127536.1.356.undefined.HAM291.399,399,AB127536.1.356.undefined.HAM291.399,57.39
AB127537.1.357.undefined.HAM294.399,399,AB127537.1.357.undefined.HAM294.399,57.64
AB127538.1.358.undefined.HAM296.399,399,AB127538.1.358.undefined.HAM296.399,57.64
AB127539.1.359.undefined.HAM297.399,399,AB127539.1.359.undefined.HAM297.399,57.39
AB127540.1.360.undefined.HAM301.399,399,AB127540.1.360.undefined.HAM301.399,57.39
AB127541.1.361.undefined.HAM305.399,399,AB127541.1.361.undefined.HAM305.399,57.39
AB127542.1.362.undefined.HAM306.399,399,AB127542.1.362.undefined.HAM306.399,57.39
AB127543.1.363.undefined.HAM426.399,399,AB127543.1.363.undefined.HAM426.399,57.39
AB127544.1.364.undefined.HAM468.399,399,AB127544.1.364.undefined.HAM468.399,57.39
AB127545.1.365.undefined.HAM479.399,399,AB127545.1.365.undefined.HAM479.399,57.39
AB127546.1.366.undefined.HAM493.399,399,AB127546.1.366.undefined.HAM493.399,57.39
AB127547.1.367.undefined.HAM500.399,399,AB127547.1.367.undefined.HAM500.399,57.14
AB127548.1.368.undefined.HAM555.399,399,AB127548.1.368.undefined.HAM555.399,57.39
AB127549.1.369.undefined.HAM562.399,399,AB127549.1.369.undefined.HAM562.399,57.39
AB127550.1.370.undefined.HAM577.399,399,AB127550.1.370.undefined.HAM577.399,57.64
AB127551.1.371.undefined.HAM581.399,399,AB127551.1.371.undefined.HAM581.399,57.64
AB127552.1.372.undefined.HAM698.399,399,AB127552.1.372.undefined.HAM698.399,57.14
AB127553.1.373.undefined.HAM701.399,399,AB127553.1.373.undefined.HAM701.399,57.39
AB127554.1.374.undefined.HAM708.399,399,AB127554.1.374.undefined.HAM708.399,57.39
AB127555.1.375.undefined.HAM714.399,399,AB127555.1.375.undefined.HAM714.399,57.39
AB127556.1.376.undefined.HAM720.399,399,AB127556.1.376.undefined.HAM720.399,57.39
AB127557.1.377.undefined.HAM732.399,399,AB127557.1.377.undefined.HAM732.399,57.39
AB127558.1.378.undefined.HAM738.399,399,AB127558.1.378.undefined.HAM738.399,57.39
AB127559.1.379.undefined.HAM742.399,399,AB127559.1.379.undefined.HAM742.399,57.64
AB127560.1.380.undefined.HAM779.399,399,AB127560.1.380.undefined.HAM779.399,57.39
AB127561.1.381.undefined.HAM785.399,399,AB127561.1.381.undefined.HAM785.399,57.64
AB127562.1.382.undefined.HAM790.399,399,AB127562.1.382.undefined.HAM790.399,57.14
AB127563.1.383.undefined.HAM791.399,399,AB127563.1.383.undefined.HAM791.399,57.64
AB127564.1.384.undefined.HAM828.399,399,AB127564.1.384.undefined.HAM828.399,57.39
AB127565.1.385.undefined.HAM833.399,399,AB127565.1.385.undefined.HAM833.399,57.64
AB127566.1.386.undefined.HAM837.399,399,AB127566.1.386.undefined.HAM837.399,57.14
AB127567.1.387.undefined.HAM839.399,399,AB127567.1.387.undefined.HAM839.399,57.39
AB127568.1.388.undefined.HAM857.399,399,AB127568.1.388.undefined.HAM857.399,57.39
AB127569.1.389.undefined.HAM861.399,399,AB127569.1.389.undefined.HAM861.399,57.39
AB127570.1.390.undefined.HAM1211.399,399,AB127570.1.390.undefined.HAM1211.399,57.39
AB127571.1.391.undefined.HAM1221.399,399,AB127571.1.391.undefined.HAM1221.399,57.39
AB127572.1.392.undefined.HAM1223.399,399,AB127572.1.392.undefined.HAM1223.399,57.39
AB127573.1.393.undefined.HAM1224.399,399,AB127573.1.393.undefined.HAM1224.399,57.39
AB127574.1.394.undefined.HAM1320.399,399,AB127574.1.394.undefined.HAM1320.399,57.39
AB127575.1.395.undefined.HAM1325.399,399,AB127575.1.395.undefined.HAM1325.399,57.14
AB127576.1.396.undefined.HAM1340.399,399,AB127576.1.396.undefined.HAM1340.399,57.14
AB127577.1.397.undefined.HAM1342.399,399,AB127577.1.397.undefined.HAM1342.399,56.89
AB127578.1.398.undefined.HAM1350.399,399,AB127578.1.398.undefined.HAM1350.399,57.39
AB127579.1.399.undefined.HAM1351.399,399,AB127579.1.399.undefined.HAM1351.399,57.39
AB154777.1.400.undefined.ATL2.399,399,AB154777.1.400.undefined.ATL2.399,57.39
AB154778.1.401.undefined.ATL4.399,399,AB154778.1.401.undefined.ATL4.399,57.39
AB154779.1.402.undefined.ATL5.399,399,AB154779.1.402.undefined.ATL5.399,57.39
AB154780.1.403.undefined.ATL7.399,399,AB154780.1.403.undefined.ATL7.399,57.14
AB154781.1.404.undefined.ATL12.399,399,AB154781.1.404.undefined.ATL12.399,57.14
AB154782.1.405.undefined.ATL14.399,399,AB154782.1.405.undefined.ATL14.399,57.39
AB154783.1.406.undefined.ATL16.399,399,AB154783.1.406.undefined.ATL16.399,57.89
AB154784.1.407.undefined.ATL17.399,399,AB154784.1.407.undefined.ATL17.399,56.89
AB154785.1.408.undefined.ATL19.399,399,AB154785.1.408.undefined.ATL19.399,57.39
AB154786.1.409.undefined.ATL21.399,399,AB154786.1.409.undefined.ATL21.399,57.39
AB154787.1.410.undefined.ATL22.399,399,AB154787.1.410.undefined.ATL22.399,57.39
AB154788.1.411.undefined.ATL24.399,399,AB154788.1.411.undefined.ATL24.399,57.39
AB154789.1.412.undefined.ATL27.399,399,AB154789.1.412.undefined.ATL27.399,57.39
AB154790.1.413.undefined.ATL28.399,399,AB154790.1.413.undefined.ATL28.399,57.14
AB154791.1.414.undefined.ATL52.399,399,AB154791.1.414.undefined.ATL52.399,57.39
AB154792.1.415.undefined.ATL54.399,399,AB154792.1.415.undefined.ATL54.399,57.14
AB154793.1.416.undefined.ATL58.399,399,AB154793.1.416.undefined.ATL58.399,57.39
AB154794.1.417.undefined.ATL64.399,399,AB154794.1.417.undefined.ATL64.399,57.39
AB154795.1.418.undefined.ATL65.399,399,AB154795.1.418.undefined.ATL65.399,57.39
AB154796.1.419.undefined.ATL67.399,399,AB154796.1.419.undefined.ATL67.399,57.39
AB154797.1.420.undefined.ATL68.399,399,AB154797.1.420.undefined.ATL68.399,57.39
AB154798.1.421.undefined.ATL70.399,399,AB154798.1.421.undefined.ATL70.399,57.39
AB154799.1.422.undefined.ATL71.399,399,AB154799.1.422.undefined.ATL71.399,57.39
AB154800.1.423.undefined.ATL73.399,399,AB154800.1.423.undefined.ATL73.399,57.39
AB154801.1.424.undefined.ATL74.399,399,AB154801.1.424.undefined.ATL74.399,57.39
AB154802.1.425.undefined.ATL75.399,399,AB154802.1.425.undefined.ATL75.399,57.39
AB154803.1.426.undefined.ATL77.399,399,AB154803.1.426.undefined.ATL77.399,57.14
AB154804.1.427.undefined.ATL86.399,399,AB154804.1.427.undefined.ATL86.399,57.39
AB154805.1.428.undefined.ATL150.399,399,AB154805.1.428.undefined.ATL150.399,56.89
AB154806.1.429.undefined.ATL166.399,399,AB154806.1.429.undefined.ATL166.399,57.39
AB154807.1.430.undefined.ATL168.399,399,AB154807.1.430.undefined.ATL168.399,57.39
AB154808.1.431.undefined.ATL259.399,399,AB154808.1.431.undefined.ATL259.399,57.14
AB154809.1.432.undefined.ATL261.399,399,AB154809.1.432.undefined.ATL261.399,57.39
AB154810.1.433.undefined.ATL264.399,399,AB154810.1.433.undefined.ATL264.399,57.89
AB154811.1.434.undefined.ATL269.399,399,AB154811.1.434.undefined.ATL269.399,57.39
AB154812.1.435.undefined.ATL270.399,399,AB154812.1.435.undefined.ATL270.399,57.39
AB154813.1.436.undefined.ATL271.399,399,AB154813.1.436.undefined.ATL271.399,57.39
AB154814.1.437.undefined.ATL272.399,399,AB154814.1.437.undefined.ATL272.399,57.39
AB154815.1.438.undefined.ATL274.399,399,AB154815.1.438.undefined.ATL274.399,57.39
AB154816.1.439.undefined.ATL275.399,399,AB154816.1.439.undefined.ATL275.399,57.39
AB154817.1.440.undefined.ATL286.399,399,AB154817.1.440.undefined.ATL286.399,57.39
AB158146.1.441.undefined.AC7.399,399,AB158146.1.441.undefined.AC7.399,57.39
AB158147.1.442.undefined.AC29.399,399,AB158147.1.442.undefined.AC29.399,57.39
AB158148.1.443.undefined.AC1020.399,399,AB158148.1.443.undefined.AC1020.399,57.39
AB158149.1.444.undefined.AC66.399,399,AB158149.1.444.undefined.AC66.399,57.39
AB158150.1.445.undefined.AC1680.399,399,AB158150.1.445.undefined.AC1680.399,57.39
AB158151.1.446.undefined.AC1226.399,399,AB158151.1.446.undefined.AC1226.399,57.39
AB158152.1.447.undefined.AC1229.399,399,AB158152.1.447.undefined.AC1229.399,57.39
AB158153.1.448.undefined.AC1311.399,399,AB158153.1.448.undefined.AC1311.399,57.39
AB158154.1.449.undefined.AC1313.399,399,AB158154.1.449.undefined.AC1313.399,57.39
AB158155.1.450.undefined.AC1317.399,399,AB158155.1.450.undefined.AC1317.399,57.39
AB158156.1.451.undefined.AC1326.399,399,AB158156.1.451.undefined.AC1326.399,57.39
AB158157.1.452.undefined.AC1327.399,399,AB158157.1.452.undefined.AC1327.399,57.64
AB158158.1.453.undefined.AC1355.399,399,AB158158.1.453.undefined.AC1355.399,56.89
AB158159.1.454.undefined.AC1356.399,399,AB158159.1.454.undefined.AC1356.399,57.39
AB158160.1.455.undefined.AC1357.399,399,AB158160.1.455.undefined.AC1357.399,57.39
AB158161.1.456.undefined.AC1359.399,399,AB158161.1.456.undefined.AC1359.399,57.14
AB158162.1.457.undefined.AC1361.399,399,AB158162.1.457.undefined.AC1361.399,57.39
AB158163.1.458.undefined.AC1362.399,399,AB158163.1.458.undefined.AC1362.399,57.14
AB158164.1.459.undefined.AC1363.399,399,AB158164.1.459.undefined.AC1363.399,57.39
AB158165.1.460.undefined.AC1364.399,399,AB158165.1.460.undefined.AC1364.399,57.39
AB158166.1.461.undefined.AC1365.399,399,AB158166.1.461.undefined.AC1365.399,57.39
AB158167.1.462.undefined.AC1366.399,399,AB158167.1.462.undefined.AC1366.399,57.39
AB158168.1.463.undefined.AC1369.399,399,AB158168.1.463.undefined.AC1369.399,57.39
AB158169.1.464.undefined.AC1372.399,399,AB158169.1.464.undefined.AC1372.399,57.39
AB158170.1.465.undefined.AC1373.399,399,AB158170.1.465.undefined.AC1373.399,57.39
AB158171.1.466.undefined.AC1374.399,399,AB158171.1.466.undefined.AC1374.399,57.39
AB158172.1.467.undefined.AC1376.399,399,AB158172.1.467.undefined.AC1376.399,57.14
AB158173.1.468.undefined.AC1381.399,399,AB158173.1.468.undefined.AC1381.399,57.39
AB158174.1.469.undefined.AC1394.399,399,AB158174.1.469.undefined.AC1394.399,57.39
AB158175.1.470.undefined.AC1396.399,399,AB158175.1.470.undefined.AC1396.399,57.39
AB158176.1.471.undefined.AC1491.399,399,AB158176.1.471.undefined.AC1491.399,57.39
AB158177.1.472.undefined.AC1492.399,399,AB158177.1.472.undefined.AC1492.399,57.39
AB158178.1.473.undefined.AC1493.399,399,AB158178.1.473.undefined.AC1493.399,57.39
AB158179.1.474.undefined.AC1494.399,399,AB158179.1.474.undefined.AC1494.399,57.39
AB158180.1.475.undefined.AC1495.399,399,AB158180.1.475.undefined.AC1495.399,57.39
AB158181.1.476.undefined.AC1497.399,399,AB158181.1.476.undefined.AC1497.399,57.39
AB158182.1.477.undefined.AC1512.399,399,AB158182.1.477.undefined.AC1512.399,57.39
AB158183.1.478.undefined.AC1586.399,399,AB158183.1.478.undefined.AC1586.399,57.14
AB158184.1.479.undefined.AC1599.399,399,AB158184.1.479.undefined.AC1599.399,57.39
AB158185.1.480.undefined.AC1603.399,399,AB158185.1.480.undefined.AC1603.399,57.39
AB158186.1.481.undefined.AC1608.399,399,AB158186.1.481.undefined.AC1608.399,57.39
AB158187.1.482.undefined.AC1625.399,399,AB158187.1.482.undefined.AC1625.399,57.39
AB158188.1.483.undefined.AC1635.399,399,AB158188.1.483.undefined.AC1635.399,57.39
AB158189.1.484.undefined.AC1636.399,399,AB158189.1.484.undefined.AC1636.399,57.64
AB158190.1.485.undefined.AC1641.399,399,AB158190.1.485.undefined.AC1641.399,57.14
AB158191.1.486.undefined.AC1648.399,399,AB158191.1.486.undefined.AC1648.399,57.39
AB158266.1.487.undefined.HAM70.399,399,AB158266.1.487.undefined.HAM70.399,57.39
AB158267.1.488.undefined.HAM57.399,399,AB158267.1.488.undefined.HAM57.399,57.14
AB158268.1.489.undefined.HAM79.399,399,AB158268.1.489.undefined.HAM79.399,57.14
AB158269.1.490.undefined.HAM181,399,AB158269.1.490.undefined.HAM181 p12.399,57.14
AB158270.1.491.undefined.HAM105.399,399,AB158270.1.491.undefined.HAM105.399,57.14
AB158271.1.492.undefined.Husband,399,AB158271.1.492.undefined.Husband of HAM181.399,57.14
AB158272.1.493.undefined.Wife,399,AB158272.1.493.undefined.Wife of HAM201.399,57.39
AB158273.1.494.undefined.Sister,399,AB158273.1.494.undefined.Sister of HAM790.399,57.14
AB158274.1.495.undefined.Mother,399,AB158274.1.495.undefined.Mother of HAM790.399,57.14
AB158275.1.496.undefined.Sister,399,AB158275.1.496.undefined.Sister of HAM271 (AC).399,57.14
AB158276.1.497.undefined.Sister,399,AB158276.1.497.undefined.Sister of HAM271.399,57.14
AB181224.1.498.undefined.-.1077,1077,AB181224.1.498.undefined.-.1077,53.95
AB211199.1.499.undefined.B2,359,AB211199.1.499.undefined.B2 HAM.359,53.2
AB211200.1.500.undefined.C7,353,AB211200.1.500.undefined.C7 HC.353,53.82
AB211201.1.501.undefined.C3,1059,AB211201.1.501.undefined.C3 HAM.1059,53.73
AB211202.1.502.undefined.C3,1059,AB211202.1.502.undefined.C3 HC.1059,53.64
AB211203.1.503.undefined.C5,1059,AB211203.1.503.undefined.C5 HC.1059,53.73
AB211204.1.504.undefined.C7,1059,AB211204.1.504.undefined.C7 HC.1059,53.82
AB211205.1.505.undefined.C9,1059,AB211205.1.505.undefined.C9 HC.1059,53.92
AB211206.1.506.undefined.D5,1059,AB211206.1.506.undefined.D5 HAM.1059,53.73
AB211207.1.507.undefined.D11,1059,AB211207.1.507.undefined.D11 HAM.1059,53.92
AB211208.1.508.undefined.C1,519,AB211208.1.508.undefined.C1 HAM.519,52.99
AB211209.1.509.undefined.C4,480,AB211209.1.509.undefined.C4 HC.480,52.29
AB211210.1.510.undefined.C5,450,AB211210.1.510.undefined.C5 HC.450,53.56
AB211211.1.511.undefined.C7,483,AB211211.1.511.undefined.C7 HC.483,52.17
AB211212.1.512.undefined.D6,483,AB211212.1.512.undefined.D6 HAM.483,52.59
AB211213.1.513.undefined.D10,480,AB211213.1.513.undefined.D10 HAM.480,52.29
AB211214.1.514.undefined.C1,498,AB211214.1.514.undefined.C1 HC.498,58.63
AB211215.1.515.undefined.C3,513,AB211215.1.515.undefined.C3 HAM.513,57.89
AB211216.1.516.undefined.C6,505,AB211216.1.516.undefined.C6 HC.505,58.22
AB211217.1.517.undefined.C7,510,AB211217.1.517.undefined.C7 HC.510,57.65
AB211218.1.518.undefined.D2,513,AB211218.1.518.undefined.D2 HAM.513,57.89
AB211219.1.519.undefined.C4,359,AB211219.1.519.undefined.C4 HC.359,52.92
AB211220.1.520.undefined.C1,509,AB211220.1.520.undefined.C1 HAM.509,57.76
AB219938.1.521.undefined.-.1088,1088,AB219938.1.521.undefined.-.1088,56.16
AB273635.1.522.undefined.-.9033,9033,AB273635.1.522.undefined.-.9033,53.82
AB373952.1.523.undefined.-.1461,1461,AB373952.1.523.undefined.-.1461,54.93
AB471992.1.524.undefined.04viii08-01.649,649,AB471992.1.524.undefined.04viii08-01.649,58.86
AB471993.1.525.undefined.04viii08-03.633,633,AB471993.1.525.undefined.04viii08-03.633,59.08
AB471994.1.526.undefined.04viii08-07.639,639,AB471994.1.526.undefined.04viii08-07.639,58.84
AB471995.1.527.undefined.07viii08-03.642,642,AB471995.1.527.undefined.07viii08-03.642,59.19
AB471996.1.528.undefined.07viii08-04.632,632,AB471996.1.528.undefined.07viii08-04.632,59.02
AB471997.1.529.undefined.08viii08-01.644,644,AB471997.1.529.undefined.08viii08-01.644,58.85
AB471998.1.530.undefined.08viii08-02.637,637,AB471998.1.530.undefined.08viii08-02.637,58.56
AB471999.1.531.undefined.08viii08-03.633,633,AB471999.1.531.undefined.08viii08-03.633,59.4
AB472000.1.532.undefined.08viii08-04.618,618,AB472000.1.532.undefined.08viii08-04.618,59.55
AB472001.1.533.undefined.14viii08-02.640,640,AB472001.1.533.undefined.14viii08-02.640,59.22
AB472002.1.534.undefined.14viii08-03.647,647,AB472002.1.534.undefined.14viii08-03.647,59.04
AB472003.1.535.undefined.14viii08-04.642,642,AB472003.1.535.undefined.14viii08-04.642,59.03
AB472004.1.536.undefined.14viii08-05.641,641,AB472004.1.536.undefined.14viii08-05.641,58.97
AB472005.1.537.undefined.14viii08-06.650,650,AB472005.1.537.undefined.14viii08-06.650,58.77
AB472006.1.538.undefined.14viii08-07.650,650,AB472006.1.538.undefined.14viii08-07.650,59.08
AB472007.1.539.undefined.16viii08-01.641,641,AB472007.1.539.undefined.16viii08-01.641,58.81
AB472008.1.540.undefined.16viii08-02.640,640,AB472008.1.540.undefined.16viii08-02.640,59.06
AB472009.1.541.undefined.18viii08-01.650,650,AB472009.1.541.undefined.18viii08-01.650,58.77
AB472010.1.542.undefined.18viii08-03.646,646,AB472010.1.542.undefined.18viii08-03.646,58.82
AB513134.1.543.undefined.-.9034,9034,AB513134.1.543.undefined.-.9034,53.87
AB600204.1.544.undefined.04viii08-01.1467,1467,AB600204.1.544.undefined.04viii08-01.1467,51.33
AB600205.1.545.undefined.04viii08-03.1467,1467,AB600205.1.545.undefined.04viii08-03.1467,51.4
AB600206.1.546.undefined.08viii08-03.1467,1467,AB600206.1.546.undefined.08viii08-03.1467,51.33
AB600207.1.547.undefined.14viii08-06.1467,1467,AB600207.1.547.undefined.14viii08-06.1467,51.12
AB600208.1.548.undefined.14viii08-04.1467,1467,AB600208.1.548.undefined.14viii08-04.1467,51.26
AB600209.1.549.undefined.16viii08-02.1467,1467,AB600209.1.549.undefined.16viii08-02.1467,51.33
AB600210.1.550.undefined.01011023.1467,1467,AB600210.1.550.undefined.01011023.1467,51.06
